-0.565150807,0.014563223,-0.915817409,-0.747694775,0.10718199,0.424734072,-0.07864259,0.850389014,-0.091046241,-0.614195848,-0.762717955,0.652031888,0.777647685,-0.250447524,0.239078346,-0.493444795,0.661654773,0.341881919,0.072418884,0.641795024,0.7224257,-0.462858301,0.757696498,0.260734776,0.240087824,0.399231749,0.181681007,-0.01271154,0.27814171,-0.260468727,0.720216497,0.427046506,-0.588703188,-0.555918548,-0.422716419,0.07250867,-0.047288438,0.049191321,0.436090501,-0.238547837
0.322341014,0.861575527,0.355664878,-0.389383745,-0.086932973,0.77908923,-0.365765175,-0.219297424,0.367576445,0.794826934,-0.332837948,-0.66562421,0.504754197,-0.079458223,-0.561217171,-0.275893225,-0.731381966,0.734520951,0.595534991,-0.150925875,-0.622840605,0.736951114,-0.365418313,-0.383575317,0.712959216,-0.375313332,0.058031085,0.425531895,0.329477425,-0.416493326,0.589038623,-0.512067039,-0.235918896,0.490073995,-0.033586358,-0.473890213,-0.007221667,-0.159186307,0.154669688,0.744594108
-0.892604016,-0.045161384,-0.635794944,0.660746151,-0.107414748,-0.556496973,0.631625394,-0.65352873,-0.06228074,-0.40800044,0.162590605,0.263189278,-0.46051615,-0.14505493,-0.767983774,-0.591437103,-0.453572774,0.441787613,0.095356846,-0.029223829,-0.308269623,0.579989235,0.818494896,0.22786901,-0.799606712,0.585849621,0.577694129,0.115086404,-0.0887406,-0.308481129,-0.396521431,-0.523783786,-0.472824026,0.316702716,-0.817005518,0.181163298,-0.229577239,0.334866865,-0.344801696,-0.691600708
-0.424861644,0.693074888,0.238325325,-0.045339292,0.547330468,0.172504698,0.365757883,-0.347648825,0.558181531,0.545020471,-0.170775765,-0.801707533,0.393601218,0.571661891,0.302672094,-0.061643335,-0.250806305,0.430386851,-0.74268137,-0.042121737,-0.227618409,-0.939419039,0.235771589,-0.994890038,-0.454532855,0.079715901,0.331778859,0.386663017,0.298076929,-0.990609365,1.562089812,1.682191085,0.99368068,1.105001351,-0.246448143,-0.614843543,0.114446481,0.208117396,-0.519126884,0.246419629
0.506707372,0.27328206,0.359369044,0.54582429,0.426462837,-0.870565519,-0.036955112,0.097489213,-0.262872994,0.232349699,-0.112046155,1.180264165,-0.644720112,-0.221068113,-1.149576716,-0.626005085,0.069552305,0.022801473,-0.084507051,-0.019219584,-0.024819761,1.573724391,0.093614374,1.363305198,-0.387252544,0.361458762,-0.827716235,-0.72370998,0.707783578,-0.222713508,0.192656023,-0.699153103,0.749896931,-0.424506352,0.306043915,-0.266627257,-0.352317628,-0.187420846,-0.753079504,0.123816709
0.049095194,-0.108085522,0.102864008,0.338757755,0.461350352,-0.421671296,-0.679553112,-0.111869406,-0.611549404,0.297881228,-0.308356311,1.032147411,0.151080313,-0.049727888,0.762215991,-0.524071015,0.720092789,-0.571151868,0.334210178,-0.583011948,0.294954204,0.568098988,0.752557791,0.349358421,0.370548735,-0.296583168,0.834177997,0.447250801,0.51243396,-0.317663343,-1.071077206,0.11442732,-1.039200142,0.115109266,0.483671354,0.677977722,0.458154177,-0.080070822,-0.75048299,0.010872283
-0.635332117,0.476051828,-0.733617374,-0.774210628,-0.454566315,-0.874989398,-0.079574593,0.140356668,0.776802464,-0.184897427,0.288746331,-0.466132434,0.479183084,0.541611799,-0.062277968,0.291185983,-0.755127399,-0.43719821,0.470977766,-0.44162118,0.256325091,-1.112710282,0.584062202,-0.394757686,0.687130796,0.589247793,-0.267264315,0.180523615,-0.34791522,-1.125102522,0.285091807,1.066032723,0.138008698,1.087615035,-0.289269395,-0.558397484,0.928564009,0.168112133,1.105760433,0.692083342
0.238966838,-0.065149056,-0.644059079,-0.371200291,-1.387399648,0.109455649,1.237121199,-0.008654007,0.364929046,-0.146632431,-0.31419933,0.08559901,0.197576424,-0.140573937,-0.567943943,-0.522394257,1.030756643,0.033659974,0.520211996,1.063091812,-0.410981247,0.265141182,-0.699364733,-1.108740673,-1.022729887,0.461440662,-0.195368645,0.009070598,1.072067282,0.609930963,0.140389625,0.189707702,-0.674554237,-0.232495498,-0.514555902,0.860320466,-0.285571019,1.061663963,-0.333697846,-0.145872754
-0.911052694,-0.384477365,-0.157485335,-0.765756071,0.191040785,0.885878911,-0.729727631,-0.46060783,0.501516288,-0.417752432,-0.39966374,-0.696357985,0.125653236,-0.153251552,1.054988168,-0.066426456,-0.585005359,0.926352612,-0.608660907,0.857507368,0.944530254,-0.316230678,-0.154503009,0.620163209,0.182524556,0.744927635,-0.841734706,0.053231377,-0.304563972,-0.857703237,0.292444398,0.644262414,-0.078919543,-0.703971582,0.919441146,-0.23080789,0.601939246,0.35251628,1.025696159,-0.241128824
0.608264302,-0.512003011,-0.484934086,-0.811561363,0.019241992,0.096242627,-0.144387651,-0.640761604,-0.699170984,0.12193219,0.565925915,0.319330743,0.008723661,0.803199948,1.282445762,0.389552786,0.717011814,-0.759250918,0.200029842,-0.032970746,-0.382532188,0.22922193,-0.990879853,0.408348196,0.16587603,-0.602715724,0.828082179,-0.128516769,0.178643637,-0.700718245,-0.582015074,-0.816817702,-0.20458835,0.089532389,-0.236339992,0.726503742,0.827252423,-0.549443149,-0.239805041,0.128091822
